date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:29:22	87331/87331	---M--	200	added ('OK')	text/css	etag:%2215523-60fc1e197ebd5%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.11.4	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/css/frontend-lite.minb5ca.css	(from http://localhost:8080/t-sayed/)
10:29:22	16471/16471	---M--	200	added ('OK')	text/css	etag:%224057-60fc1e1a41c43%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from http://localhost:8080/t-sayed/)
10:29:23	30999/30999	---M--	200	added ('OK')	text/css	etag:%227917-60fc1e1a19b61%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from http://localhost:8080/t-sayed/)
10:29:24	793475/793475	---M--	200	added ('OK')	text/css	etag:%22c1b83-60f33c585fb66%22	http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/css/frontend.min.css?ver=6.4.2	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/css/frontend.min1e39.css	(from http://localhost:8080/t-sayed/)
10:29:25	3650/3650	---M--	200	added ('OK')	text/css	etag:%22e42-60fcb6ebba84f%22	http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-3.css?ver=1706216270	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/elementor/css/post-3992e.css	(from http://localhost:8080/t-sayed/)
10:29:25	38700/38700	---M--	200	added ('OK')	text/css	etag:%22972c-60f33cc9ed44e%22	http://localhost:8080/t-sayed/wp-content/plugins/sellkit-pro/assets/dist/css/frontend.min.css?ver=1.7.2	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/sellkit-pro/assets/dist/css/frontend.minba3a.css	(from http://localhost:8080/t-sayed/)
10:29:26	141005/141005	---M--	200	added ('OK')	text/css	etag:%22226cd-60f33cd2ed3f3%22	http://localhost:8080/t-sayed/wp-content/plugins/sellkit/assets/dist/css/frontend.min.css?ver=1.8.1	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/sellkit/assets/dist/css/frontend.minc245.css	(from http://localhost:8080/t-sayed/)
10:29:27	35009/35009	---M--	200	added ('OK')	text/css	etag:%2288c1-60f33dab37afd%22	http://localhost:8080/t-sayed/wp-content/plugins/jet-tabs/assets/css/jet-tabs-frontend.css?ver=2.2.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jet-tabs/assets/css/jet-tabs-frontend3601.css	(from http://localhost:8080/t-sayed/)
10:29:28	17222/17222	---M--	200	added ('OK')	text/css	etag:%224346-60fc1e1a164b9%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css?ver=4.1.4	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.mineda1.css	(from http://localhost:8080/t-sayed/)
10:29:28	98841/98841	---M--	200	added ('OK')	text/css	etag:%2218219-60fccab06a1b2%22	http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-136.css?ver=1706221577	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/elementor/css/post-136dbcc.css	(from http://localhost:8080/t-sayed/)
10:29:30	75684/75684	---M--	200	added ('OK')	text/css	etag:%22127a4-60fcadacd502a%22	http://localhost:8080/t-sayed/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.23	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend4a8b.css	(from http://localhost:8080/t-sayed/)
10:29:32	59344/59344	---M--	200	added ('OK')	text/css	etag:%22e7d0-60fc1e1a1800f%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.11.4	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minb5ca.css	(from http://localhost:8080/t-sayed/)
10:29:34	26702/26702	---M--	200	added ('OK')	text/css	etag:%22684e-60fc1e1a1ce41%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.11.4	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minb5ca.css	(from http://localhost:8080/t-sayed/)
10:29:35	5232/5232	---M--	200	added ('OK')	text/css	etag:%221470-60fcba6496ca6%22	http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-610.css?ver=1706217202	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/elementor/css/post-61043ca.css	(from http://localhost:8080/t-sayed/)
10:29:36	440/440	---M--	200	added ('OK')	text/css	etag:%221b8-60fcb6f96db9f%22	http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-618.css?ver=1706216285	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/elementor/css/post-6183f18.css	(from http://localhost:8080/t-sayed/)
10:29:36	71750/71750	---M--	200	added ('OK')	text/css	etag:%2211846-60f33c58900d7%22	http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/animate/animate.min.css?ver=3.2.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/animate/animate.min55a0.css	(from http://localhost:8080/t-sayed/)
10:29:37	140655/140655	---M--	200	added ('OK')	text/css	etag:%222256f-60fcb71a96170%22	http://localhost:8080/t-sayed/wp-content/uploads/jupiterx/compiler/jupiterx/6a8a9a7.css?ver=3.2.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/jupiterx/compiler/jupiterx/6a8a9a755a0.css	(from http://localhost:8080/t-sayed/)
10:29:39	19642/19642	---M--	200	added ('OK')	text/css	etag:%224cba-60f33da4cba70%22	http://localhost:8080/t-sayed/wp-content/plugins/jet-popup/assets/css/jet-popup-frontend.css?ver=2.0.2.1	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jet-popup/assets/css/jet-popup-frontend4597.css	(from http://localhost:8080/t-sayed/)
10:29:39	51872/51872	---M--	200	added ('OK')	text/css	etag:%22caa0-60fcb71a9d5c6%22	http://localhost:8080/t-sayed/wp-content/uploads/jupiterx/compiler/jupiterx-elements-dynamic-styles/16a6132.css?ver=3.2.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/jupiterx/compiler/jupiterx-elements-dynamic-styles/16a613255a0.css	(from http://localhost:8080/t-sayed/)
10:29:40	9877/9877	---M--	200	added ('OK')	text/css	etag:%222695-60fcb6f9b1641%22	http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-83.css?ver=1706216285	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/elementor/css/post-833f18.css	(from http://localhost:8080/t-sayed/)
10:29:41	14025/14025	---M--	200	added ('OK')	text/css	etag:%2236c9-60fcb6fa30242%22	http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-160.css?ver=1706216285	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/elementor/css/post-1603f18.css	(from http://localhost:8080/t-sayed/)
10:29:41	57912/57912	---M--	200	added ('OK')	text/css	etag:%22e238-60fc1e1a19f4a%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost:8080/t-sayed/)
10:29:42	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-60fc1e1a1ba9e%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost:8080/t-sayed/)
10:29:42	677/677	---M--	200	added ('OK')	text/css	etag:%222a5-60fc1e1a1a717%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from http://localhost:8080/t-sayed/)
10:29:43	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-60fc1e1a187dc%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://localhost:8080/t-sayed/)
10:29:43	15055/15055	---M--	200	added ('OK')	application/javascript	etag:%223acf-60fc1e1a28db8%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.11.4	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minb5ca.js	(from http://localhost:8080/t-sayed/)
10:29:44	354/354	---M--	200	added ('OK')	application/javascript	etag:%22162-60f33c0f314b7%22	http://localhost:8080/t-sayed/wp-content/themes/jupiterx/lib/assets/dist/js/utils.min.js?ver=3.2.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/themes/jupiterx/lib/assets/dist/js/utils.min55a0.js	(from http://localhost:8080/t-sayed/)
10:29:45	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%223509-5fdabee5f2100%22	http://localhost:8080/t-sayed/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost:8080/t-sayed/)
10:29:45	12358/12358	---M--	200	added ('OK')	application/javascript	etag:%223046-60f33c0e7601d%22	http://localhost:8080/t-sayed/wp-content/themes/jupiterx/lib/admin/assets/lib/webfont/webfont.min.js?ver=1.6.26	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/themes/jupiterx/lib/admin/assets/lib/webfont/webfont.min8a33.js	(from http://localhost:8080/t-sayed/)
10:29:48	840/840	---M--	200	added ('OK')	text/xml	date:Fri,%2026%20Jan%202024%2008:29:47%20GMT	http://localhost:8080/t-sayed/xmlrpc.php?rsd	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/xmlrpc0db0.php	(from http://localhost:8080/t-sayed/)
10:29:50	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%2215601-603fed35e19c0%22	http://localhost:8080/t-sayed/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost:8080/t-sayed/)
10:29:50	2121/2121	---M--	200	added ('OK')	application/json	date:Fri,%2026%20Jan%202024%2008:29:48%20GMT	http://localhost:8080/t-sayed/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Ft-sayed%2F	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-json/oembed/1.0/embed94f0.json	(from http://localhost:8080/t-sayed/)
10:29:51	2276/2276	---M--	200	added ('OK')	text/xml	date:Fri,%2026%20Jan%202024%2008:29:50%20GMT	http://localhost:8080/t-sayed/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Ft-sayed%2F&format=xml	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-json/oembed/1.0/embed660a	(from http://localhost:8080/t-sayed/)
10:29:52	9108/9108	---M--	200	added ('OK')	image/x-icon	etag:%222394-60f33c0fa9aa5%22	http://localhost:8080/t-sayed/wp-content/themes/jupiterx/lib/favicon.ico	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/themes/jupiterx/lib/favicon.ico	(from http://localhost:8080/t-sayed/)
10:29:54	17435/17435	---M--	200	added ('OK')	image/png	etag:%22441b-60f3821109bf2%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/IGTV.00_03_41_21.Still017-169x300.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/IGTV.00_03_41_21.Still017-169x300.png	(from http://localhost:8080/t-sayed/)
10:30:00	133289/133289	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Jan%202024%2008:29:54%20GMT	http://localhost:8080/t-sayed/about/	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/about/index.html	(from http://localhost:8080/t-sayed/)
10:30:00	10101/10101	---M--	200	added ('OK')	text/css	etag:%222775-60fc1e19933c5%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from http://localhost:8080/t-sayed/)
10:30:05	83286/83286	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Jan%202024%2008:30:01%20GMT	http://localhost:8080/t-sayed/packages/	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/packages/index.html	(from http://localhost:8080/t-sayed/)
10:30:12	128763/128763	---MC-	200	added ('OK')	application/json	date:Fri,%2026%20Jan%202024%2008:29:44%20GMT	http://localhost:8080/t-sayed/wp-json/wp/v2/pages/136	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-json/wp/v2/pages/136.json	(from http://localhost:8080/t-sayed/)
10:30:17	96570/96570	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Jan%202024%2008:30:12%20GMT	http://localhost:8080/t-sayed/transformations/	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/transformations/index.html	(from http://localhost:8080/t-sayed/)
10:30:18	3694/3694	---M--	200	added ('OK')	image/png	etag:%22e6e-60fc5d31782c3%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/client-consultation-assessment-150x150.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/client-consultation-assessment-150x150.png	(from http://localhost:8080/t-sayed/)
10:30:24	84393/84393	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Jan%202024%2008:30:18%20GMT	http://localhost:8080/t-sayed/contact-us/	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/contact-us/index.html	(from http://localhost:8080/t-sayed/)
10:30:24	4286/4286	---M--	200	added ('OK')	image/png	etag:%2210be-60fc5bf5bd856%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/fitness-evaluation-150x150.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/fitness-evaluation-150x150.png	(from http://localhost:8080/t-sayed/)
10:30:26	6774/6774	---M--	200	added ('OK')	image/png	etag:%221a76-60fc5c4da8175%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/Exercise-prescription-150x150.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/Exercise-prescription-150x150.png	(from http://localhost:8080/t-sayed/)
10:30:26	98041/98041	---M--	200	added ('OK')	image/jpeg	etag:%2217ef9-60fc4ad950b3e%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/c.sayed-2-1024x1024.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/c.sayed-2-1024x1024.jpg	(from http://localhost:8080/t-sayed/)
10:30:27	6463/6463	---M--	200	added ('OK')	image/png	etag:%22193f-60fc5c63e80be%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/Nutrition-Education-150x150.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/Nutrition-Education-150x150.png	(from http://localhost:8080/t-sayed/)
10:30:27	5757/5757	---M--	200	added ('OK')	image/png	etag:%22167d-60fc5c7ec97d2%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/Tracking-progress-150x150.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/Tracking-progress-150x150.png	(from http://localhost:8080/t-sayed/)
10:30:28	4155/4155	---M--	200	added ('OK')	image/png	etag:%22103b-60fc5cacc790f%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/Safety-Follow-up-150x150.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/Safety-Follow-up-150x150.png	(from http://localhost:8080/t-sayed/)
10:30:28	9341/9341	---M--	200	added ('OK')	image/png	etag:%22247d-60fc5c93cc6c0%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/Exercises-e-book-150x150.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/Exercises-e-book-150x150.png	(from http://localhost:8080/t-sayed/)
10:30:36	48532/48532	---M--	200	added ('OK')	image/jpeg	etag:%22bd94-60fc9128860ee%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/transformation-1-768x614.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/transformation-1-768x614.jpg	(from http://localhost:8080/t-sayed/)
10:30:37	51431/51431	---M--	200	added ('OK')	image/jpeg	etag:%22c8e7-60fc912a0458a%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/transformation-4-768x614.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/transformation-4-768x614.jpg	(from http://localhost:8080/t-sayed/)
10:30:43	285898/285898	---MC-	200	added ('OK')	application/json	date:Fri,%2026%20Jan%202024%2008:29:45%20GMT	http://localhost:8080/t-sayed/wp-json/	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-json/index.html	(from http://localhost:8080/t-sayed/)
10:30:44	49040/49040	---M--	200	added ('OK')	image/jpeg	etag:%22bf90-60fc912ba7f7c%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/transformation-5-768x614.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/transformation-5-768x614.jpg	(from http://localhost:8080/t-sayed/)
10:30:46	57064/57064	---M--	200	added ('OK')	image/jpeg	etag:%22dee8-60fc912de5b2a%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/transformation-7-768x614.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/transformation-7-768x614.jpg	(from http://localhost:8080/t-sayed/)
10:30:52	55741/55741	---M--	200	added ('OK')	image/jpeg	etag:%22d9bd-60fc912fd65de%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/transformation-13-768x614.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/transformation-13-768x614.jpg	(from http://localhost:8080/t-sayed/)
10:30:57	79288/79288	---M--	200	added ('OK')	image/jpeg	etag:%22135b8-60fc92c293d0b%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/review-img-1.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/review-img-1.jpg	(from http://localhost:8080/t-sayed/)
10:30:58	338548/338548	---M--	200	added ('OK')	image/png	etag:%2252a74-60fc8ede6f25c%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/c.sayed-4-PhotoRoom.png-PhotoRoom-1024x1024.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/c.sayed-4-PhotoRoom.png-PhotoRoom-1024x1024.png	(from http://localhost:8080/t-sayed/)
10:30:59	80669/80669	---M--	200	added ('OK')	image/jpeg	etag:%2213b1d-60fc92c4692e2%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/review-img-2.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/review-img-2.jpg	(from http://localhost:8080/t-sayed/)
10:31:07	88443/88443	---M--	200	added ('OK')	image/jpeg	etag:%221597b-60fc92c5f22da%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/review-img-3.jpg	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/review-img-3.jpg	(from http://localhost:8080/t-sayed/)
10:42:55	1494/1494	---M--	200	added ('OK')	image/png	etag:%225f75bd50-5d6%22	https://jupiterx.artbees.net/personal-trainer/wp-content/uploads/sites/410/2020/04/clients-icon1.png	C:/My%20Web%20Sites/teamsayed/jupiterx.artbees.net/personal-trainer/wp-content/uploads/sites/410/2020/04/clients-icon1.png	(from http://localhost:8080/t-sayed/)
10:42:56	1898/1898	---M--	200	added ('OK')	image/png	etag:%225f75bd50-76a%22	https://jupiterx.artbees.net/personal-trainer/wp-content/uploads/sites/410/2020/04/clients-icon2.png	C:/My%20Web%20Sites/teamsayed/jupiterx.artbees.net/personal-trainer/wp-content/uploads/sites/410/2020/04/clients-icon2.png	(from http://localhost:8080/t-sayed/)
10:42:58	1786/1786	---M--	200	added ('OK')	image/png	etag:%225f75bd4e-6fa%22	https://jupiterx.artbees.net/personal-trainer/wp-content/uploads/sites/410/2020/04/clients-icon3.png	C:/My%20Web%20Sites/teamsayed/jupiterx.artbees.net/personal-trainer/wp-content/uploads/sites/410/2020/04/clients-icon3.png	(from http://localhost:8080/t-sayed/)
10:42:59	1468/1468	---M--	200	added ('OK')	image/png	etag:%225f75bd4b-5bc%22	https://jupiterx.artbees.net/personal-trainer/wp-content/uploads/sites/410/2020/04/clients-icon4.png	C:/My%20Web%20Sites/teamsayed/jupiterx.artbees.net/personal-trainer/wp-content/uploads/sites/410/2020/04/clients-icon4.png	(from http://localhost:8080/t-sayed/)
10:43:21	137945/137945	---M--	200	added ('OK')	image/png	etag:%2221ad9-60f382116251b%22	http://localhost:8080/t-sayed/wp-content/uploads/2024/01/IGTV.00_03_41_21.Still017-576x1024.png	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/2024/01/IGTV.00_03_41_21.Still017-576x1024.png	(from http://localhost:8080/t-sayed/)
10:43:21	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-60fc1e1a062e3%22	http://localhost:8080/t-sayed/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.11.4	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/elementor/assets/lib/animations/animations.minb5ca.css	(from http://localhost:8080/t-sayed/)
10:43:22	4955/4955	---M--	200	added ('OK')	text/css	etag:%22135b-60fcb700241e4%22	http://localhost:8080/t-sayed/wp-content/uploads/elementor/css/post-177.css?ver=1706216292	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/uploads/elementor/css/post-17736f0.css	(from http://localhost:8080/t-sayed/)
10:43:23	2265/2265	---M--	200	added ('OK')	application/javascript	etag:%228d9-60f33c57975b0%22	http://localhost:8080/t-sayed/wp-content/plugins/jupiterx-core/includes/woocommerce/wc-quick-view.js?ver=3.2.0	C:/My%20Web%20Sites/teamsayed/localhost_8080/t-sayed/wp-content/plugins/jupiterx-core/includes/woocommerce/wc-quick-view55a0.js	(from http://localhost:8080/t-sayed/)
